,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Number
7.91,6.55,37.2,37.72,-7.94,1.69,38.59,4.33,29.22,4.84,29.93,0.48,333.74,448.9,410.51,0,1,9
8.53,5.96,37.08,37.7,-7.48,2.42,38.51,14.13,30.54,7.56,34.49,0.39,401.67,552.19,502.01,0,1,9
8.75,5.82,37.19,37.84,-7.38,2.65,38.65,10.19,21.16,7.43,24.63,0.34,431.06,612.41,551.96,0,1,9
9.19,5.69,37.31,38.02,-7.34,3.08,38.84,-6.57,8.79,11.43,15.84,0.31,722.41,606.17,644.92,0,1,9
9.38,5.38,37.53,38.27,-7.07,3.3,39.06,-22.83,3.59,17.88,29.22,0.29,769.22,709.43,729.36,0,1,9
9.27,4.28,38.17,38.92,-5.97,3.31,39.51,-26.66,10.49,23.77,37.22,0.26,683.91,911.3,835.5,0,1,9
9.8,4.81,38.2,39,-6.59,3.73,39.73,-18.96,15.6,26.91,36.43,0.2,839.64,1044.38,976.13,0,1,9
9.69,3.83,38.34,39.15,-5.61,3.79,39.73,-14.24,-7.73,24.98,29.77,0.22,831.42,1053.1,979.21,0,1,9
9.73,3.46,38.42,39.25,-5.25,3.89,39.79,-13.35,5.51,18.11,23.16,0.23,734.45,984.22,900.96,0,1,9
9.83,2.81,38.41,39.26,-4.63,4.11,39.75,-13.57,14.09,27.46,33.71,0.18,896.47,1187.84,1090.72,0,1,9
9.71,1.77,38.44,39.3,-3.59,4.19,39.69,-1.95,27.33,9.46,28.99,0.32,667.55,881.83,810.4,0,1,9
9.42,1.02,38.31,39.15,-2.8,4.07,39.46,14.68,37.95,-18.97,44.89,0.47,296.2,394.29,361.59,0,1,9
9.27,1.59,38.22,39.03,-3.33,3.82,39.36,21.94,32.55,-20.06,44.08,0.51,356.27,438.04,410.78,0,1,9
9.1,1.01,38.27,39.07,-2.72,3.76,39.35,29.01,36.71,-41.45,62.51,1.17,141.5,165.59,157.56,0,1,9
8.26,0.3,38.24,38.95,-1.87,3.08,39.12,43.97,18.04,-41.21,62.9,1.21,122.44,158.34,146.37,0,1,9
8.37,0.9,38.21,38.92,-2.48,3.07,39.12,56.4,23.16,-32.32,69,1.09,131.91,181.16,164.74,0,1,9
6.44,0.59,38.56,39.04,-1.81,1.21,39.1,64.06,30.51,-29.06,76.68,1.19,115.42,167.78,150.33,0,1,9
6.58,0.36,38.77,39.27,-1.6,1.36,39.33,71.65,29.45,-36.96,85.83,1.29,109.4,158.53,142.15,0,1,9
5.91,0.64,39.2,39.61,-1.76,0.6,39.65,88.57,36.07,-44,105.27,1.08,137.64,183.38,168.13,0,1,9
4.52,1.6,39.59,39.79,-2.43,-0.99,39.88,122.99,51.45,-25.82,135.8,1.06,132.9,192.21,172.44,0,1,9
2.1,-0.37,39.86,39.8,-0.04,-3,39.91,147.27,53.44,-25.77,158.78,1.27,130.45,174.65,159.92,0,1,9
2.38,-0.15,39.74,39.72,-0.31,-2.76,39.82,156.89,50.12,-27.06,166.91,1.29,131.34,177.56,162.15,0,1,9
3.11,0.57,39.39,39.44,-1.15,-2.14,39.51,163.91,52.43,-29.02,174.52,1.27,135.67,196.31,176.1,0,1,9
1.25,-0.5,39.07,38.92,0.25,-3.7,39.09,173.96,27.39,-21.01,177.35,1.54,132.13,193.82,173.26,0,1,9
3.31,1.98,38.77,38.82,-2.58,-2.12,38.96,176.05,-21.23,-3.53,177.36,1.92,122.15,171.13,154.81,0,1,9
2.85,-1.51,39.17,39.25,0.94,-1.97,39.31,152.75,42.13,-23.93,160.25,1.26,149.07,211.55,190.72,0,1,9
2.26,0.57,38.63,38.58,-0.99,-2.87,38.7,119.2,-13.81,-13.78,120.79,1.4,188.64,173.73,178.7,0,1,9
3.97,0.81,38.39,38.55,-1.55,-1.21,38.6,124.51,-5.29,-16.79,125.75,1.41,169.21,197.22,187.89,0,1,9
4.32,1.57,38.04,38.23,-2.37,-0.98,38.32,128.85,21.51,-26.49,133.29,1.47,139.38,207.51,184.8,0,1,9
3.77,1.62,38.46,38.58,-2.3,-1.57,38.68,122.99,18.33,-25.08,126.86,1.58,137.55,186.04,169.88,0,1,9
2.67,1.45,38.38,38.36,-1.93,-2.61,38.5,132.98,20.93,-16.18,135.59,1.4,139.6,199.69,179.66,0,1,9
3.78,2.35,38.41,38.52,-3.03,-1.7,38.67,121.46,30.76,-22.11,127.23,1.37,120.25,188.34,165.64,0,1,9
3.93,0.78,38.23,38.39,-1.51,-1.23,38.44,118.12,41.04,-25.73,127.66,1.5,135.83,186.75,169.78,0,1,9
3.62,1.55,38.36,38.46,-2.21,-1.7,38.56,122.37,50.25,-22.02,134.1,1.48,129.12,197.4,174.64,0,1,9
4.18,1.59,38.12,38.29,-2.35,-1.13,38.38,114.34,43.28,-18.42,123.63,1.05,196.2,299.84,265.29,0,1,9
4.85,1.42,38.23,38.49,-2.32,-0.46,38.56,86.36,21.55,-13.33,90.01,0.51,331.05,490.28,437.2,0,1,9
4.55,0.88,38.54,38.77,-1.73,-0.69,38.81,51.07,3.26,-3.12,51.27,0.4,402.19,632.02,555.41,0,1,9
4.87,1.26,38.58,38.85,-2.16,-0.45,38.91,21.97,-8.01,-10.34,25.57,0.41,397.1,580.38,519.29,0,1,9
5.19,1.31,38.34,38.64,-2.28,-0.12,38.71,26.78,-10.7,-22.36,36.49,0.45,345.44,524.9,465.08,0,1,9
5.06,1.09,38.48,38.77,-2.04,-0.23,38.83,31.93,-9.64,-24.84,41.59,0.5,317.83,459.05,411.97,0,1,9
5.18,1.15,38.53,38.84,-2.11,-0.12,38.89,41.42,-13.04,-19.17,47.47,0.56,294.57,416.1,375.59,0,1,9
5.45,0.84,38.44,38.79,-1.86,0.21,38.84,50.93,-15.42,-15.62,55.46,0.61,271.31,403.9,359.7,0,1,9
5.1,0.78,38.62,38.92,-1.74,-0.14,38.96,44.66,-5.38,-19.28,48.94,0.64,275.15,393.07,353.77,0,1,9
4.76,1.06,38.72,38.98,-1.95,-0.54,39.03,49.23,5.09,-19.69,53.27,0.62,261.74,391.49,348.24,0,1,9
4.34,0.71,38.74,38.95,-1.52,-0.89,38.99,43.25,7.48,-19.27,47.94,0.62,284.98,430.86,382.23,0,1,9
4.6,0.55,38.8,39.04,-1.41,-0.61,39.07,41.96,6.42,-18.02,46.12,0.62,282.57,437.66,385.97,0,1,9
4.99,0.4,38.74,39.03,-1.34,-0.19,39.06,44.99,13.74,-12.97,48.79,0.63,271.42,419.81,370.35,0,1,9
5.41,0.3,38.78,39.13,-1.32,0.22,39.15,39.34,21.17,-5.05,44.96,0.58,316,459.68,411.79,0,1,9
6.01,0.26,38.53,38.96,-1.4,0.85,39,17.46,7.88,0.84,19.17,0.46,401.83,563.26,509.45,0,1,9
6.57,0.78,38.33,38.82,-2.02,1.32,38.9,-4.73,-13.96,4.57,15.43,0.51,316.36,473.18,420.91,0,1,9
7,1.16,38.18,38.72,-2.47,1.69,38.83,-22.89,-14.65,8.16,28.38,0.54,316.96,462.46,413.96,0,1,9
6.76,1.27,38.38,38.88,-2.53,1.41,38.99,-23.35,-12.67,9.3,28.15,0.55,332.49,468.58,423.22,0,1,9
6.7,1.58,38.34,38.83,-2.83,1.3,38.95,-25.66,-21.38,10.67,35.06,0.6,310.71,431.41,391.18,0,1,9
6.5,1.75,38.36,38.82,-2.95,1.07,38.95,-38.15,-32.76,10.54,51.38,0.64,291.54,408.29,369.37,0,1,9
6.13,1.67,38.5,38.91,-2.81,0.71,39.02,-45.73,-30.56,6.15,55.34,0.56,332.58,470.47,424.5,0,1,9
6.18,1.59,38.63,39.05,-2.74,0.75,39.15,-57.53,-25.54,13.72,64.42,0.6,339.88,426.59,397.69,0,1,9
5.83,1.35,38.73,39.11,-2.43,0.44,39.19,-54.73,-30.33,8.36,63.13,0.64,300.29,401.03,367.45,0,1,9
5.76,1.57,38.78,39.15,-2.64,0.33,39.24,-55.97,-29.91,5.1,63.66,0.66,283.23,410.94,368.37,0,1,9
6.04,1.91,38.67,39.06,-3.02,0.55,39.18,-62.54,-23.07,4.15,66.79,0.66,301.75,431.53,388.27,0,1,9
5.33,0.82,38.78,39.11,-1.82,0.05,39.15,-68.32,-17.13,1.6,70.45,0.66,308.37,426.45,387.09,0,1,9
5.62,0.59,38.58,38.96,-1.64,0.41,39,-70.82,-17.03,1.69,72.86,0.64,275.21,399.07,357.79,0,1,2
5.66,0.7,38.55,38.93,-1.76,0.42,38.97,-63.39,-23.89,9.71,68.44,0.61,312.79,451.48,405.25,0,1,2
6.68,2.12,38.08,38.56,-3.35,1.21,38.72,-53.09,-23.54,3.97,58.21,0.93,244.41,347.4,313.07,0,1,2
7.83,2.51,37.63,38.24,-3.95,2.31,38.51,-40.45,3.13,5.93,41,0.95,225.06,332.02,296.37,0,1,2
6.69,2.64,37.95,38.42,-3.86,1.13,38.63,-22.63,24.41,8.5,34.36,0.92,226.87,348.09,307.68,0,1,2
7.4,3.55,37.55,38.09,-4.89,1.7,38.44,-4.71,28.08,1.75,28.53,0.99,219.84,337.25,298.12,0,1,2
6.93,3.06,37.73,38.22,-4.32,1.32,38.48,2.7,44.2,-5.71,44.65,0.77,269.2,400.03,356.42,0,1,2
6.01,3.06,37.84,38.21,-4.14,0.41,38.43,8.59,48.43,-11.69,50.55,0.98,246.57,331.36,303.1,0,1,2
6.83,2.64,37.98,38.46,-3.88,1.27,38.68,-9.22,48.48,-10.13,50.38,0.81,323.87,405.09,378.02,0,1,2
6.64,2.76,38.49,38.95,-3.97,0.99,39.16,-21.1,39.97,-7.92,45.89,0.65,388.98,505.43,466.62,0,1,2
6.83,3.25,38.25,38.71,-4.48,1.12,38.99,-18.31,33.31,-7.7,38.78,0.61,383.6,544.62,490.94,0,1,2
7.58,3.57,37.93,38.49,-4.94,1.83,38.85,-20.12,32.08,-5.87,38.32,0.59,412.92,506.77,475.49,0,1,2
6.2,1.72,38.3,38.72,-2.86,0.79,38.83,-41.18,25.09,-0.33,48.23,0.59,570.72,440.38,483.82,0,1,2
7.2,2.38,37.87,38.4,-3.7,1.69,38.62,-32.86,22.51,-4.63,40.1,0.59,450.33,530.04,503.47,0,1,2
6.67,2.81,37.66,38.12,-4.02,1.12,38.35,-30.52,26.71,-7.32,41.22,0.6,421.92,564.84,517.2,0,1,2
6.75,2.46,37.49,37.97,-3.7,1.29,38.17,-37.87,27.16,-7.19,47.15,0.66,402.59,550.14,500.96,0,1,2
6.96,2.38,37.35,37.86,-3.66,1.53,38.07,-45.77,32.15,-10.03,56.82,0.71,395.57,552.85,500.42,0,1,2
6.71,2.32,37.52,38,-3.56,1.27,38.18,-48.24,45.34,-11.5,67.2,0.68,430.34,600.72,543.93,0,1,2
7.07,2.93,37.62,38.13,-4.21,1.49,38.39,-47.46,51.33,-1.51,69.93,0.65,452.41,647.72,582.62,0,1,2
7.85,3.22,37.77,38.36,-4.65,2.17,38.71,-36.91,51.14,-16.2,65.12,0.69,460.13,643.88,582.63,0,1,2
7.71,2.09,37.76,38.37,-3.51,2.25,38.6,-21.65,55.34,-15.57,61.43,0.67,468.97,637.96,581.63,0,1,2
-1.71,44.94,-23.63,-24.85,-43.83,-6.55,50.81,-19.82,-75.01,6.52,77.86,17.47,326.28,300.68,309.21,0,2,2
-0.62,30.91,-18.46,-19.19,-30.24,-3.64,36,-25.2,-65.07,-8.92,70.35,20.78,355.95,304.49,321.64,0,2,2
-0.7,27.23,-13.99,-14.69,-26.62,-3.68,30.63,-31.29,-48.81,-23.01,62.38,23.21,368.54,302.38,324.43,0,2,2
-6.15,24.41,-10.77,-12.21,-22.83,-8.93,27.38,-35.55,-33.05,-29.96,57.04,24.68,345.2,310.78,322.25,0,2,2
2.45,9.64,-4.83,-4.69,-9.93,1.3,11.06,-36.85,-26.21,-28.22,53.31,26.11,308.53,334.41,325.79,0,2,2
0.46,13.53,-10.43,-10.62,-13.38,-0.53,17.09,-40.31,-19.1,-28.1,52.72,28.27,342.42,324.77,330.65,0,2,2
-3.53,19,-15.37,-16.23,-18.01,-4.71,24.69,-25.93,-20.23,-35.64,48.49,25.69,299.68,334.03,322.58,0,2,2
-5.5,14.44,-21.16,-22.12,-13.16,-4.93,26.21,-20.41,-21.52,-49.46,57.67,25.59,310.86,321.9,318.22,0,2,2
-6.89,7.78,-19.25,-20.24,-6.35,-5.32,21.87,-11.37,-35.95,-66.11,76.1,27.75,346.25,307.1,320.15,0,2,2
-12.36,-9.19,14.69,13.01,11.34,-12.46,21.28,-9.2,-55.91,-72.6,92.1,28.91,361.04,301.31,321.22,0,2,2
-25.25,-12.62,4.07,0.75,17.12,-22.8,28.52,-34.97,-57.53,-58.87,89.44,28.02,364.34,289.97,314.76,0,2,2
-23.36,-10.36,7.48,4.34,14.54,-21.88,26.63,-41.16,-52.2,-41.6,78.42,27.41,339.56,280.44,300.15,0,2,2
-21.43,-27.89,21.28,18.74,31.41,-18.78,41.11,-48.68,-80.24,-13.55,94.83,27.59,276.01,243.03,254.03,0,2,2
-19.21,-28.88,13.74,11.63,31.96,-15.34,37.3,-35.55,-96.02,-15.05,103.49,28.15,249.35,235.57,240.16,0,2,2
-16.55,-33.51,14.49,12.88,36.01,-12.01,40.08,-19.54,-87.43,-23.26,92.55,26.49,264.54,233.05,243.55,0,2,2
-13.98,-40.19,15.53,14.45,42.09,-8.43,45.3,-15,-63.74,-27.05,70.85,24.58,234.55,227.43,229.8,0,2,2
-11.48,-41.76,15.81,15.13,43.17,-5.75,46.1,-16.2,-39.46,-41.53,59.53,25.7,125.21,241.61,202.81,0,2,2
-15.27,-43.65,16.83,15.65,45.73,-9.23,49.21,-21.93,-31.43,-46.61,60.34,23.99,136.48,239.96,205.47,0,2,2
-13.84,-40.96,23.17,22.05,42.82,-9.27,49.05,-11.11,-31.48,-33.82,47.52,26.76,127.61,237.49,200.87,0,2,2
-20,-45.09,15.45,13.64,48.03,-13.37,51.69,-6.74,-30.44,-38.14,49.26,27.19,125.09,235.24,198.53,0,2,2
-12.48,-46.32,18.27,17.54,47.84,-6.25,51.33,-9.98,-29.06,-47.34,56.43,27.18,124.97,233.63,197.41,0,2,9
-13.35,-48.84,17.65,16.87,50.48,-6.54,53.62,-12.11,-27.71,-48.8,57.41,27.57,118.25,228,191.41,0,2,9
-10.53,-50.41,3.61,3.43,51.49,-1.46,51.63,-11.2,-22.28,-47.59,53.73,26.21,111.24,218.36,182.65,0,2,9
-7.8,-51.05,16.92,17.01,51.61,-0.63,54.34,-15.96,-11.71,-39.1,43.83,26.68,112.74,224.62,187.33,0,2,9
-7.58,-49.66,19.09,19.15,50.2,-0.99,53.74,-8.56,-19.87,-58.7,62.56,25.83,116.21,220.56,185.77,0,2,9
-1.8,-49.12,17.06,17.95,48.6,4.82,52.03,-16.13,-16.74,-50.26,55.38,26.1,115.21,220.19,185.2,0,2,9
-8.17,-49.37,20.06,20.02,50.03,-1.77,53.92,-25.35,-14.76,-47.29,55.65,26.04,112.1,220.16,184.14,0,2,9
-2.95,-48.65,23.48,24.13,48.34,2.68,54.1,-27.67,-18.5,-58.97,67.72,25.61,111.2,215.22,180.55,0,2,9
-8.23,-46.49,26.53,26.33,47.21,-3.3,54.16,-30.57,-12.02,-50.07,59.89,26.53,111.8,210.59,177.66,0,2,3
-6.48,-49.47,16.4,16.64,49.81,0.43,52.52,-22.6,-1.19,-42.89,48.49,26.7,107.36,217.18,180.58,0,2,3
-3.19,-45.38,13.44,14.07,45.18,3.3,47.43,-26.54,-12.17,-59.95,66.68,28.67,114.21,227.16,189.51,0,2,3
-6.31,-42.67,20.48,20.52,43.1,-1.26,47.75,-31.87,-11.93,-71.95,79.59,27.04,119.75,229.07,192.63,0,2,3
-5.13,-46.72,16.21,16.57,46.85,1.25,49.71,-28.75,-4.64,-64.47,70.74,25.91,119.74,228.94,192.54,0,2,3
-5.18,-46.01,13.58,13.94,46.17,1.46,48.25,-25.55,-3.55,-62.98,68.06,27.29,120.95,228.15,192.42,0,2,3
-4.98,-43.17,12.92,13.24,43.35,1.22,45.34,-33.58,-8.47,-89.41,95.88,27.7,128.74,223.22,191.73,0,2,3
-5.78,-43.39,12.99,13.2,43.71,0.48,45.66,-32.78,-11.76,-87.14,93.84,27.02,130.84,228.05,195.65,0,2,3
-3.62,-41.93,19.4,19.81,41.87,1.36,46.34,-28.98,-4.6,-56.75,63.88,27.28,119,229.96,192.98,0,2,3
-3.13,-43.06,19.74,20.25,42.89,1.99,47.47,-26.95,-11.33,-57.77,64.75,24.56,122.01,222.07,188.72,0,2,3
-7,-43.22,22.07,22.01,43.77,-2.07,49.03,-26.09,-9.22,-57.39,63.71,24.33,125.03,224.84,191.57,0,2,3
-2.39,-38.34,26.75,27.16,38.11,0.82,46.81,-28.62,-0.65,-47.41,55.38,26.86,121.69,234.48,196.89,0,2,3
-2.28,-38.21,24.66,25.11,37.97,1.21,45.54,-36.44,-9.36,-58.76,69.77,26.36,125.22,228.73,194.23,0,2,9
-3.08,-40.27,18.89,19.34,40.13,1.65,44.58,-38.56,1.54,-52.05,64.8,25.91,124.38,228.46,193.76,0,2,9
-4.54,-41.9,26.68,26.88,42.02,-0.61,49.88,-33.21,5.54,-47.06,57.86,25.35,124.42,233.95,197.44,0,2,9
-5.72,-45.07,20.43,20.61,45.35,-0.26,49.81,-34.91,-5.13,-62.79,72.02,23.3,132.73,230.85,198.14,0,2,9
-2.89,-42.19,20.04,20.56,41.99,2.02,46.8,-41.36,-7.37,-67.19,79.24,24.67,131.79,227.25,195.43,0,2,9
-4.73,-41.27,17.4,17.65,41.43,0.44,45.04,-41.88,1.17,-53.59,68.02,28.35,124.29,229.04,194.13,0,2,9
-5.36,-40.08,23.22,23.29,40.37,-1.24,46.63,-33.82,0.17,-50.37,60.67,27.88,130.5,229.99,196.83,0,2,9
-4.89,-40.93,19.36,19.56,41.13,-0.06,45.54,-32.49,-1.31,-50.92,60.42,25.72,135.58,227.4,196.79,0,2,9
-4.59,-40.15,17.19,17.44,40.3,0.4,43.92,-35.74,-2.27,-57.7,67.91,26.37,127.55,231.66,196.96,0,2,9
-4.98,-43.94,20.46,20.71,44.1,0.24,48.72,-31.27,4.05,-38.45,49.72,26.09,122.04,224.7,190.48,0,2,9
-4.72,-38.48,26.41,26.49,38.69,-1.39,46.91,-36.83,8.33,-29.07,47.65,24.85,127.01,224.77,192.18,0,2,9
-0.59,-39.84,18.06,18.86,39.26,4.1,43.75,-49.25,5.93,-38.65,62.88,25.01,131.2,232.5,198.74,0,2,9
-0.09,-38.08,21.82,22.61,37.43,3.71,43.89,-45.17,2.54,-37.98,59.07,26.94,123.63,228.57,193.59,0,2,9
-3.47,-40.2,19.16,19.54,40.14,1.2,44.67,-38.89,-1.06,-49.04,62.6,26.08,127.51,230.68,196.29,0,2,9
-1.52,-41.78,21.42,22.11,41.34,3.06,46.98,-43.51,0.73,-52.78,68.41,24.44,131.34,224.76,193.62,0,2,9
-1.64,-45.29,11.07,11.95,44.8,5.1,46.65,-43.1,-2.48,-56.76,71.31,25.28,134.37,220.6,191.86,0,2,9
-5.4,-40.21,12.7,12.88,40.52,0.27,42.51,-41.67,-3.22,-62.66,75.32,27.03,135.39,221.61,192.87,0,2,9
-4.93,-42.11,12.78,13.07,42.3,1.06,44.28,-38.08,1.8,-62.57,73.27,27.04,134.64,220.45,191.85,0,2,9
-2.5,-45.27,10.97,11.72,44.95,4.26,46.65,-30.41,3.35,-58.56,66.07,25.54,134.14,212.22,186.19,0,2,9
-5.41,-46.44,9.42,9.8,46.64,1.89,47.69,-48.17,-4.43,-85.3,98.07,26.38,134.99,212.89,186.92,0,2,9
-5.26,-46.01,14.44,14.78,46.19,1.21,48.51,-41.99,-4.47,-77.78,88.5,27.16,129.32,204.62,179.52,0,2,9
-6.12,-46.1,7.79,8.07,46.43,1.36,47.15,-38.92,-1.13,-70.61,80.63,28.13,129.12,197.98,175.02,0,2,9
-3.3,-40.72,13.9,14.38,40.63,2.23,43.16,-37.49,2.11,-54.36,66.07,29.77,125.98,206.34,179.55,0,2,9
-2.69,-37.2,13.06,13.54,37.06,2.29,39.52,-37.23,3.25,-34.7,51,30.12,122.28,222.74,189.26,0,2,9
-0.93,-36.68,16.8,17.48,36.22,3.36,40.36,-43.99,1.99,-36.47,57.18,27.65,128.34,227.3,194.31,0,2,9
-5.55,-34.13,22.14,22.03,34.57,-2.39,41.06,-38.68,1.52,-35.05,52.22,27.46,123.94,221.02,188.66,0,2,9
-6.6,-40.82,14.97,14.97,41.34,-1.13,43.98,-32.86,4.14,-40.37,52.22,27.14,128.77,211.72,184.07,0,2,9
-5.05,-41.65,14.61,14.86,41.87,0.58,44.43,-41.26,2.05,-57.84,71.08,27.88,133.04,215.76,188.19,0,2,9
-3.13,-38.16,13.01,13.45,38.08,2.04,40.43,-41.45,0.72,-61.72,74.35,28.81,132.22,219.34,190.3,0,2,9
-8.42,-39.27,18.54,18.19,40.15,-3.71,44.23,-37.02,4.02,-46.42,59.51,27.84,132.46,216.19,188.28,0,2,9
-6.22,-40.13,13.52,13.56,40.59,-0.68,42.8,-50.26,8.04,-36.67,62.73,25.65,136.58,216.34,189.75,0,2,9
-6.57,-40.61,16.32,16.29,41.12,-1.35,44.25,-44.16,10.57,-42.31,62.07,29.23,124.08,215.12,184.77,0,2,9
-0.56,-37.46,18.18,18.92,36.92,3.64,41.64,-46.96,6.49,-44.81,65.23,28.51,120.08,212.7,181.83,0,2,9
-0.67,-40.42,17.39,18.2,39.84,4.2,44,-46.06,5.16,-33.58,57.23,26.99,125.32,212.71,183.58,0,2,9
-3.21,-40.92,13.72,14.22,40.81,2.35,43.28,-41.68,3.14,-33.62,53.64,26.46,126.16,209.68,181.84,0,2,9
-2.65,-39.05,18.67,19.15,38.86,1.83,43.36,-39.25,-0.54,-44.73,59.51,26.83,121.94,204.22,176.8,0,2,9
-3.71,-42.06,16.83,17.25,42.02,1.61,45.45,-41.44,-1,-44.65,60.93,27.54,124.91,203.86,177.54,0,2,9
-5.84,-43.23,11.56,11.77,43.57,0.54,45.13,-48.83,-1.34,-58.08,75.89,28.22,131.04,206.41,181.29,0,2,9
-4.71,-39.71,16.06,16.29,39.89,0.33,43.09,-44.89,4.33,-40.8,60.82,28.25,125.57,203.8,177.72,0,2,9
-5.05,-37.55,11.11,11.28,37.83,0.33,39.48,-44.98,5.84,-35.32,57.49,28.59,129.29,211.78,184.29,0,2,9
-1.36,-41.39,17.7,18.44,40.93,3.65,45.04,-50.92,2.65,-45.78,68.53,26.3,136.29,213.56,187.8,0,2,9
-1.99,-43.11,17.98,18.66,42.74,3.31,46.75,-50.69,2.17,-44.77,67.67,24.44,135.22,207.25,183.24,0,2,9
-5.38,-37.88,20.39,20.42,38.23,-1.3,43.36,-38.94,7.38,-22.37,45.51,28.09,127.11,209.34,181.93,0,2,9
-7.82,-39.33,14.64,14.42,40.1,-2.56,42.69,-40.33,4.89,-31.56,51.44,27.98,121.23,204.03,176.43,0,2,9
-6.54,-43.12,8.09,8.23,43.58,0.34,44.35,-48.24,2.96,-39.98,62.73,28.42,119.3,204.06,175.81,0,2,9
-7.16,-43.38,15.84,15.81,43.95,-1.36,46.73,-53.47,-0.47,-47.59,71.58,27.56,122.91,204.91,177.58,0,2,9
-9.21,-44.52,11.09,10.85,45.46,-2.45,46.8,-49.31,-3.62,-53.69,72.99,26.35,126.71,205.9,179.5,0,2,9
-5.48,-43.78,16.62,16.83,44.04,0.22,47.15,-41.89,-1.84,-49.54,64.9,26.38,127.92,211.3,183.51,0,2,9
-3.29,-41.84,12.28,12.8,41.73,2.63,43.73,-43.24,3.15,-38.01,57.66,27.1,130.26,221.06,190.79,0,2,9
-7.26,-42.91,11.69,11.68,43.51,-0.95,45.06,-50.25,-5.28,-61.37,79.49,25.5,137.67,220.22,192.71,0,2,9
-6.25,-35.55,17.49,17.36,36.09,-2.16,40.11,-49.68,4.44,-43.96,66.49,28.52,135.54,230.27,198.69,0,2,9
-3.71,-36.74,16.9,17.17,36.79,0.62,40.6,-47.21,-1.9,-47.32,66.87,26.82,138.83,231.44,200.57,0,2,9
-6.99,-41.73,13.05,13.03,42.3,-1.1,44.28,-49.37,-2.99,-52.89,72.42,25.49,142.89,228.04,199.66,0,2,9
-5.69,-38.74,22.75,22.73,39.13,-1.81,45.29,-47.43,8.37,-40.72,63.06,27.39,141.37,226.81,198.33,0,2,9
-4.84,-39.03,21.08,21.21,39.25,-0.68,44.62,-33.61,8.14,-33.19,47.93,27.93,138.32,227.14,197.53,0,2,9
-1.66,-33.51,17.74,18.22,33.24,1.89,37.95,-37.49,5.62,-45.71,59.38,28.76,140.01,235.54,203.7,0,2,9
-3.66,-35.78,11.02,11.34,35.84,1.35,37.62,-26.74,8.09,-16.46,32.43,31.16,134.09,222,192.7,0,2,9
-9.52,-37.07,7.27,6.82,38.19,-3.56,38.95,-27.46,8.63,-22.89,36.77,29.95,138.9,223.39,195.23,0,2,9
-5.88,-37.13,6.6,6.69,37.58,0.08,38.17,-33.44,8.06,-32.37,47.23,29.14,140.17,225.79,197.25,0,2,9
-6.77,-40.08,7.32,7.34,40.64,-0.35,41.3,-34.59,8.37,-23.92,42.88,29.73,133.19,217.25,189.23,0,2,9
-6.54,-43.43,6.75,6.91,43.9,0.57,44.44,-34.88,8.64,-30.23,46.96,27.96,132.57,210.95,184.83,0,2,9
-9.64,-44.57,7.44,7.17,45.58,-2.35,46.2,-37.36,9.05,-37.68,53.82,27.73,133.12,207.68,182.82,0,2,9
-9.89,-46.49,5.3,5.07,47.51,-1.92,47.82,-33.15,12.6,-41.47,54.56,26.77,130.62,213.12,185.62,0,2,9
-5.95,-45.81,4.59,4.92,46.12,1.89,46.42,-34.86,9.17,-38.38,52.65,26.96,129.99,210.33,183.55,0,2,9
-10.03,-40.94,8.25,7.82,42.09,-3.5,42.95,-36.74,9.7,-25.11,45.55,29.64,127.94,218.01,187.99,0,2,9
-7.07,-37.86,6.78,6.71,38.51,-0.97,39.11,-33.65,13.74,-14.48,39.13,31.73,124.9,228.46,193.94,0,2,9
-6.51,-39.42,7.64,7.68,39.94,-0.28,40.68,-32.37,10.38,-17.96,38.45,29.92,125.69,215.5,185.56,0,2,9
-3.47,-36.89,17.6,17.91,36.9,0.76,41.02,-40.6,17.48,-4.69,44.45,30.27,125.47,219,187.82,0,2,9
-8.03,-40.8,10.75,10.58,41.58,-1.96,42.95,-23.11,11.19,-7.19,26.67,29.44,125.85,214.78,185.14,0,2,9
-4.77,-43.38,9.73,10.11,43.52,1.83,44.71,-27.73,6.39,-17.14,33.21,27.44,122.75,202.99,176.25,0,2,9
-9.34,-45.31,4.17,4,46.26,-1.45,46.45,-37.43,5.9,-34.68,51.37,26.08,120.12,200.43,173.66,0,2,9
-7.12,-46.46,4.11,4.29,46.98,0.93,47.18,-32.97,5.76,-51.24,61.2,27.36,120.28,211.78,181.28,0,2,9
-2.65,-43.76,7.74,8.46,43.5,4.25,44.52,-26.12,4.62,-49.6,56.24,30.13,120.37,220.24,186.95,0,2,9
-6.95,-44.37,7.41,7.52,44.89,0.22,45.51,-21.65,5.9,-31.01,38.28,27.75,119.37,208.74,178.95,0,2,9
-2.33,-38.75,15.51,16.06,38.52,2.5,41.81,-30,7.87,-25.82,40.35,28.82,121.24,218.86,186.32,0,2,9
-3.83,-40.47,13.78,14.18,40.49,1.61,42.93,-30.03,6.1,-29.09,42.25,28.85,126.85,224.48,191.94,0,2,2
-2.71,-41.55,1.79,2.51,41.34,4.65,41.68,-22.52,7.45,-19.94,30.99,27.63,133.18,224.92,194.34,0,2,2
-4.6,-39.53,12.09,12.36,39.7,0.93,41.6,-17.83,10.06,-5.17,21.12,26.86,134.28,224.27,194.27,0,2,2
