-18.540000,15.300000,-10.040000,-10.110000,-24.000000,-0.500000,26.050000,-217.570000,150.700000,-20.740000,265.480000,6.630000,310.310000,444.080000,399.490000,0.000000,0.000000,0.000000
-18.180000,17.740000,-5.730000,-5.650000,-25.390000,1.190000,26.040000,-217.130000,159.170000,-8.710000,269.370000,5.890000,322.020000,462.740000,415.830000,0.000000,0.000000,0.000000
-18.010000,16.670000,-10.790000,-10.750000,-24.540000,0.910000,26.810000,-217.490000,168.640000,4.430000,275.240000,5.300000,333.340000,476.160000,428.550000,0.000000,0.000000,0.000000
-16.900000,16.320000,-10.380000,-10.310000,-23.480000,1.380000,25.680000,-221.600000,180.370000,17.530000,286.260000,5.440000,341.960000,462.820000,422.530000,0.000000,0.000000,0.000000
-16.580000,18.480000,-7.850000,-7.650000,-24.710000,2.980000,26.040000,-221.620000,171.480000,-12.220000,280.480000,5.300000,348.770000,463.550000,425.290000,0.000000,0.000000,0.000000
-17.090000,16.370000,-9.000000,-8.940000,-23.660000,1.180000,25.320000,-222.300000,165.110000,-15.780000,277.360000,5.630000,341.180000,470.800000,427.600000,0.000000,0.000000,0.000000
-16.730000,17.140000,-12.020000,-11.880000,-23.910000,2.220000,26.790000,-223.660000,172.930000,18.050000,283.290000,5.890000,334.190000,471.350000,425.630000,0.000000,0.000000,0.000000
-15.990000,19.240000,-11.650000,-11.360000,-24.790000,4.230000,27.600000,-223.680000,180.790000,31.870000,289.370000,5.440000,342.850000,462.710000,422.760000,0.000000,0.000000,0.000000
-16.460000,19.400000,-9.550000,-9.270000,-25.240000,3.870000,27.170000,-228.130000,174.370000,3.070000,287.160000,5.970000,336.530000,445.980000,409.500000,0.000000,0.000000,0.000000
-18.130000,17.350000,-14.630000,-14.550000,-25.090000,1.630000,29.050000,-220.910000,179.570000,-7.360000,284.780000,5.810000,318.020000,427.730000,391.160000,0.000000,0.000000,0.000000
-17.400000,18.210000,-13.900000,-13.730000,-25.130000,2.700000,28.770000,-222.450000,174.370000,-1.360000,282.650000,5.860000,306.670000,418.240000,381.050000,0.000000,0.000000,0.000000
-20.050000,16.270000,-14.730000,-14.810000,-25.770000,-0.450000,29.730000,-225.000000,173.370000,3.480000,284.070000,6.040000,308.230000,418.660000,381.850000,0.000000,0.000000,0.000000
-18.050000,19.340000,-8.820000,-8.640000,-26.370000,2.700000,27.880000,-222.630000,174.880000,-6.880000,283.190000,5.950000,315.600000,426.420000,389.480000,0.000000,0.000000,0.000000
-19.660000,16.690000,-10.980000,-11.030000,-25.770000,-0.170000,28.030000,-218.300000,168.980000,-18.580000,276.680000,5.590000,329.160000,445.650000,406.820000,0.000000,0.000000,0.000000
-13.200000,17.530000,-7.710000,-7.380000,-21.580000,4.550000,23.260000,-214.150000,173.250000,6.560000,275.530000,5.660000,363.610000,484.250000,444.040000,0.000000,0.000000,0.000000
-12.420000,14.840000,-6.250000,-6.040000,-19.190000,2.990000,20.340000,-230.380000,165.420000,-8.070000,283.730000,6.270000,328.780000,470.670000,423.370000,0.000000,0.000000,0.000000
-15.110000,13.360000,-10.600000,-10.600000,-20.170000,0.430000,22.790000,-232.160000,170.230000,-4.870000,287.930000,6.650000,312.670000,448.520000,403.240000,0.000000,0.000000,0.000000
-14.830000,16.520000,-6.360000,-6.180000,-22.100000,2.610000,23.090000,-223.790000,170.040000,-6.780000,281.140000,6.380000,311.160000,449.240000,403.220000,0.000000,0.000000,0.000000
-15.790000,16.250000,-6.870000,-6.750000,-22.620000,1.800000,23.680000,-220.300000,165.340000,-12.850000,275.740000,5.930000,322.370000,466.800000,418.660000,0.000000,0.000000,0.000000
-14.170000,17.250000,-8.090000,-7.820000,-22.100000,3.730000,23.740000,-226.070000,169.950000,-0.860000,282.830000,6.070000,341.110000,474.410000,429.970000,0.000000,0.000000,0.000000
-9.840000,15.140000,-5.250000,-4.890000,-17.490000,4.880000,18.810000,-231.310000,170.030000,3.690000,287.100000,6.740000,310.940000,464.960000,413.620000,0.000000,0.000000,0.000000
-12.580000,14.770000,-5.790000,-5.590000,-19.260000,2.810000,20.250000,-223.180000,181.430000,-16.420000,288.090000,6.530000,321.250000,486.490000,431.410000,0.000000,0.000000,0.000000
-12.110000,14.910000,-7.220000,-6.980000,-19.010000,3.330000,20.520000,-222.340000,183.980000,-9.110000,288.730000,6.420000,315.800000,481.220000,426.080000,0.000000,0.000000,0.000000
-13.840000,16.290000,-9.460000,-9.230000,-21.210000,3.350000,23.370000,-218.310000,175.000000,-6.160000,279.860000,6.280000,306.390000,469.680000,415.250000,0.000000,0.000000,0.000000
