,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Index
7.84,-15.65,28.74,28.62,17.12,-4.5,33.65,82.58,-28.26,-30.08,92.32,0.32,1396.38,1752.7,1633.93,0,1,4
8,-15.85,28.52,28.41,17.37,-4.49,33.6,73.79,-29.65,-25.53,83.52,0.3,1564.85,1954.96,1824.92,0,1,4
7.98,-15.82,28.47,28.35,17.34,-4.49,33.53,60.95,-20.56,-18.4,66.9,0.27,1768.82,2081.9,1977.54,0,1,4
8.12,-15.98,28.49,28.38,17.55,-4.48,33.66,54.85,-19.53,-23.91,62.94,0.24,1953.12,2324.62,2200.78,0,1,4
8.27,-15.98,28.44,28.33,17.64,-4.36,33.66,50.24,-26.18,-19.81,60.01,0.2,2353.98,2743.6,2613.73,0,1,4
8.53,-16.11,28.36,28.25,17.9,-4.24,33.71,53.43,-17.55,-6.99,56.68,0.2,2275.3,2726.3,2575.97,0,1,4
8.82,-15.93,28.46,28.36,17.94,-3.9,33.78,38.64,-5.44,-0.99,39.04,0.21,2162.46,2727.73,2539.31,0,1,4
8.93,-16.05,28.49,28.39,18.11,-3.89,33.9,27.74,-10.73,2.99,29.89,0.21,2205.5,2827.07,2619.88,0,1,4
8.93,-16.03,28.74,28.64,18.09,-3.89,34.1,36.7,-24.19,7.19,44.54,0.21,2341.89,2911.57,2721.68,0,1,4
9.26,-15.94,28.74,28.65,18.23,-3.57,34.15,32.04,-9.97,-1.27,33.59,0.2,2528.28,3059.51,2882.43,0,1,4
9.24,-15.91,28.78,28.69,18.19,-3.57,34.16,14.29,-3.62,7.47,16.53,0.2,2385.62,2969.67,2774.99,0,1,4
9.22,-15.73,28.81,28.73,18.04,-3.47,34.1,9.03,4.65,7.59,12.68,0.2,2474.93,3083.47,2880.62,0,1,4
9.18,-15.53,28.9,28.81,17.86,-3.39,34.06,-5.13,20.59,17.73,27.65,0.19,2579.82,3175.1,2976.67,0,1,4
9.09,-15.28,28.94,28.86,17.61,-3.3,33.97,-10.71,22.04,19.36,31.23,0.19,2609.84,3224.35,3019.51,0,1,4
9.09,-15.04,28.95,28.87,17.42,-3.15,33.86,1.96,6.62,4.62,8.31,0.19,2602.55,3246.51,3031.86,0,1,4
9.06,-14.79,29.01,28.94,17.21,-3.02,33.8,-1,11.01,10.03,14.93,0.2,2514.94,3054.59,2874.71,0,1,4
9.07,-14.63,29.05,28.98,17.09,-2.91,33.77,10.44,4.97,5.32,12.73,0.21,2347.91,2770.21,2629.44,0,1,4
8.94,-14.41,29.2,29.13,16.84,-2.88,33.76,2.65,4.52,15.83,16.68,0.22,2365.57,2819.55,2668.22,0,1,4
9.12,-14.27,29.26,29.2,16.84,-2.66,33.81,16.75,15.06,16.55,27.95,0.21,2380.75,2971.89,2774.85,0,1,4
9.06,-14.26,29.32,29.26,16.79,-2.7,33.84,18.5,21.92,13.94,31.89,0.2,2421.95,3066.32,2851.53,0,1,4
9.07,-14.31,29.2,29.13,16.84,-2.72,33.76,-7.95,12.15,15.98,21.59,0.19,2535.8,3123.32,2927.48,0,1,4
9.23,-14.23,29.18,29.12,16.88,-2.54,33.75,9.32,-2.76,2.75,10.1,0.2,2514.56,3153.45,2940.48,0,1,4
9.34,-14.47,29.08,29.01,17.13,-2.61,33.79,3.93,8.9,11.15,14.8,0.22,2279.11,2885.87,2683.62,0,1,4
9.3,-14.58,29.22,29.15,17.19,-2.71,33.95,6.91,-3.16,3.47,8.36,0.2,2432.03,3028.14,2829.44,0,1,4
9.33,-14.74,29.08,29.01,17.34,-2.78,33.91,6.95,-11.66,-7.52,15.52,0.21,2424.36,2929.51,2761.12,0,1,4
9.3,-14.7,29.07,29,17.29,-2.78,33.88,6.88,-11.83,-2.91,13.99,0.21,2313.65,2776.51,2622.22,0,1,4
9.24,-14.65,29.06,28.99,17.21,-2.8,33.83,10.18,-12.06,7.68,17.55,0.2,2418.95,2995.72,2803.46,0,1,4
9.12,-14.55,29.1,29.03,17.06,-2.83,33.79,1.34,-2.47,-5.84,6.48,0.2,2558.79,3208.86,2992.17,0,1,4
8.94,-14.32,29.26,29.19,16.76,-2.83,33.78,-17.97,8.23,4.54,20.28,0.19,2670.28,3215.28,3033.61,0,1,4
8.54,-13.96,29.44,29.37,16.23,-2.92,33.68,-9.13,3.92,12.84,16.23,0.19,2684.11,3249.91,3061.31,0,1,4
8.04,-13.79,29.63,29.55,15.79,-3.21,33.66,-6.92,5.65,7.99,11.98,0.22,2299.36,2847.07,2664.5,0,1,4
7.67,-13.09,30.08,30,15.01,-3.07,33.69,-21.89,17.56,9,29.47,0.25,1888.37,2353.07,2198.17,0,1,4
7.21,-13.07,30.4,30.31,14.71,-3.42,33.86,-38.67,28.84,25.21,54.43,0.29,1774.16,2179.15,2044.16,0,1,4
7.3,-13.32,30.35,30.26,14.96,-3.51,33.94,-46.85,34.01,28.16,64.38,0.32,1570.21,1936.81,1814.61,0,1,4
7.46,-13.42,30.43,30.34,15.14,-3.46,34.08,-25.99,25.09,16.73,39.81,0.3,1691.71,2099.11,1963.31,0,1,4
7.72,-13.49,30.42,30.33,15.35,-3.29,34.16,-32.15,27.13,21.96,47.45,0.34,1467.67,1824.55,1705.59,0,1,4
7.7,-13.33,30.37,30.29,15.21,-3.21,34.05,-29.34,26.53,24.17,46.36,0.34,1440.3,1814.02,1689.45,0,1,4
7.82,-13.3,30.34,30.26,15.26,-3.09,34.04,-22.03,26.91,22.01,41.16,0.31,1541.49,1940.69,1807.63,0,1,4
7.58,-13.26,30.43,30.35,15.08,-3.26,34.05,-31.79,33.67,25.18,52.71,0.31,1565.26,1765.34,1698.65,0,1,4
7.55,-13.28,30.44,30.36,15.08,-3.29,34.06,-37.36,30.16,26.55,54.86,0.31,1888.46,1677.3,1747.68,0,1,4
7.58,-12.96,30.59,30.51,14.85,-3.09,34.07,-30.86,29.14,26.1,49.82,0.32,1638.24,1757.58,1717.8,0,1,4
7.58,-12.83,30.73,30.66,14.75,-3,34.15,-36.26,33.98,28.93,57.5,0.35,1387.89,1675.73,1579.78,0,1,4
7.35,-12.74,30.94,30.86,14.54,-3.13,34.26,-46.72,38.54,32.87,68.91,0.44,1084.67,1354.03,1264.24,0,1,4
7.15,-12.74,31.13,31.04,14.41,-3.3,34.39,-50.03,44.81,37.48,76.92,0.51,915.33,1104.6,1041.51,0,1,4
7.27,-12.61,31.15,31.08,14.39,-3.12,34.39,-46.55,48.66,40.05,78.35,0.47,1075.49,1222.32,1173.38,0,1,4
7.45,-12.62,31.02,30.95,14.5,-2.98,34.3,-46.32,32.72,32.62,65.42,0.37,1336.95,1588.59,1504.71,0,1,4
7.42,-12.72,30.99,30.91,14.56,-3.06,34.31,-18.5,28.86,20.09,39.73,0.28,1717,2139.51,1998.67,0,1,4
7.46,-12.85,30.98,30.9,14.69,-3.12,34.36,-20.09,23.35,22.39,38.08,0.31,1499.92,1859.53,1739.66,0,1,4
7.81,-13.17,30.85,30.78,15.15,-3.04,34.44,-24.04,22.54,26.19,42.09,0.33,1482.48,1760.68,1667.94,0,1,4
8.04,-13.31,30.74,30.67,15.41,-2.94,34.45,-16,18.74,20.31,31.94,0.28,1810.47,2108.68,2009.28,0,1,4
8.03,-13.53,30.58,30.5,15.58,-3.09,34.39,-7.82,8.17,6.07,12.83,0.25,1972.23,2332.82,2212.62,0,1,4
8.12,-13.75,30.34,30.26,15.81,-3.15,34.29,-6.92,8.82,-7.5,13.5,0.27,1848.5,2202.77,2084.68,0,1,4
8.1,-14.13,30.19,30.1,16.08,-3.4,34.3,-5.59,-8.41,-0.44,10.11,0.27,2178.4,1918.12,2004.88,0,1,4
8.04,-14.35,30.2,30.11,16.22,-3.59,34.39,-2.82,-27.39,-0.69,27.55,0.26,2067.13,2157.76,2127.55,0,1,4
8.43,-14.73,30.12,30.03,16.76,-3.51,34.58,-1.01,-32.08,-10.39,33.73,0.27,1756.4,2151.09,2019.52,0,1,4
8.54,-15.09,30.09,29.99,17.11,-3.65,34.72,1.48,-36.15,-16.02,39.57,0.3,1615.46,1925.18,1821.94,0,1,4
8.58,-15.08,30.18,30.09,17.13,-3.61,34.81,4.78,-48.85,-12.48,50.64,0.31,1591.55,1861.1,1771.25,0,1,4
8.44,-15.1,30.28,30.18,17.05,-3.74,34.87,2.65,-41.65,-15.11,44.38,0.36,1361.76,1588.45,1512.88,0,1,2
8.29,-14.81,30.35,30.26,16.74,-3.68,34.77,4.38,-29.66,-15.75,33.87,0.29,1721.53,2158.45,2012.81,0,1,2
8.35,-14.73,30.22,30.13,16.71,-3.58,34.64,3.67,-32.31,-22.75,39.68,0.3,1608.21,1946.38,1833.66,0,1,2
8.29,-14.88,30.14,30.04,16.79,-3.72,34.62,15.08,-37.15,-24.98,47.24,0.28,1759.02,2045.33,1949.9,0,1,0
8.43,-14.92,29.91,29.82,16.91,-3.62,34.47,21.2,-36.22,-17.21,45.36,0.24,2102.55,2465.25,2344.35,0,1,0
8.57,-14.83,29.7,29.61,16.93,-3.46,34.28,9.97,-37.8,-10.29,40.42,0.26,1980.21,2334.71,2216.54,0,1,0
8.65,-14.72,29.44,29.36,16.89,-3.32,34.04,19.56,-50.85,-20.34,58.15,0.3,1618.46,1916,1816.82,0,1,0
8.58,-14.61,29.36,29.28,16.77,-3.3,33.9,27.26,-33.02,-24.76,49.46,0.26,1772.52,2082.73,1979.33,0,1,0
8.5,-14.49,29.22,29.14,16.62,-3.29,33.71,30.28,-23.99,-19.35,43.2,0.26,1784.3,2120.79,2008.62,0,1,0
8.49,-14.46,29.24,29.15,16.59,-3.27,33.7,23.77,-23.99,-14.5,36.75,0.27,1839.3,2183.25,2068.6,0,1,0
8.52,-14.33,29.08,29,16.51,-3.17,33.52,26.23,-29.4,-11.94,41.17,0.25,2031.79,2367.02,2255.27,0,1,0
8.64,-14.23,29.08,29.01,16.5,-3.01,33.51,41.59,-34.01,-9.09,54.49,0.23,2219.17,2548.03,2438.41,0,1,0
8.62,-14.2,29.08,29.01,16.47,-3.01,33.49,28.01,-21.35,-12.08,37.23,0.22,2325.05,2656.37,2545.93,0,1,0
8.65,-14.15,29.13,29.06,16.44,-2.96,33.52,27.68,-12.87,-11.2,32.51,0.23,2118.57,2460.51,2346.53,0,1,0
8.76,-14.05,29.17,29.11,16.44,-2.81,33.55,28.85,-14.33,-7.91,33.17,0.24,2070.45,2407.27,2294.99,0,1,0
8.75,-13.89,29.14,29.07,16.3,-2.71,33.44,30.24,-14.19,-0.87,33.42,0.23,2256.75,2656.29,2523.11,0,1,0
8.91,-13.9,29.1,29.04,16.42,-2.6,33.46,38.23,-5.99,3.55,38.86,0.21,2384.61,2835.72,2685.35,0,1,0
9.02,-13.88,28.99,28.93,16.47,-2.49,33.39,46.27,3.13,-1.66,46.41,0.22,2294.13,2669.87,2544.62,0,1,0
9.01,-13.86,28.86,28.8,16.45,-2.49,33.26,29.78,-0.15,-10.64,31.63,0.22,2328.81,2617.78,2521.45,0,1,0
8.89,-13.7,28.83,28.77,16.25,-2.48,33.13,44.46,-15.67,-8.87,47.97,0.22,2271.6,2670.22,2537.34,0,1,0
8.83,-13.62,28.79,28.73,16.15,-2.47,33.05,39.89,-11.63,2.74,41.64,0.22,2261.96,2600.84,2487.88,0,1,0
8.83,-13.59,28.71,28.65,16.12,-2.45,32.96,34.96,-5.98,11.95,37.43,0.24,2063.38,2390.12,2281.2,0,1,0
8.82,-13.69,28.61,28.55,16.19,-2.52,32.92,34.93,-5.18,12.47,37.45,0.25,2008.42,2416.63,2280.56,0,1,0
8.7,-13.56,28.71,28.65,16.02,-2.54,32.92,27.6,-0.28,4.88,28.03,0.22,2309.39,2722.67,2584.91,0,1,0
11.33,-17.67,20.55,20.94,20.38,-3.05,29.38,-85.73,43.04,89.47,131.18,0.51,194.62,-302.02,-136.47,0,2,0
12.83,-15.02,21.46,21.56,19.65,-0.01,29.17,-76.51,44.12,80.25,119.34,0.34,835.19,693.86,740.97,0,2,0
11.79,-15.93,20.81,21.04,19.51,-1.45,28.73,-68.3,45.56,71.37,108.79,0.17,1493.07,1711.21,1638.5,0,2,0
11.72,-16.01,20.67,20.91,19.52,-1.57,28.65,-24.38,32.23,49.95,64.25,0.14,1502.77,1868.34,1746.49,0,2,0
10.91,-15.11,21.03,21.26,18.31,-1.44,28.1,-17.71,4.55,31.48,36.4,0.14,1797.29,1729.76,1752.27,0,2,0
10.31,-15.84,20.24,20.57,18.38,-2.45,27.69,-27.31,-1.46,21.06,34.52,0.14,2008.89,1809.44,1875.92,0,2,0
10.74,-15.08,20.37,20.61,18.17,-1.59,27.52,-17,16.18,14.4,27.54,0.14,1663.77,2070.78,1935.11,0,2,0
11.14,-16.08,19.03,19.32,19.15,-2.17,27.29,-38.67,-5.44,12.88,41.12,0.14,1760.21,2134.48,2009.72,0,2,0
11.47,-16.19,19.47,19.75,19.46,-1.99,27.8,-29.95,25.5,34.84,52.55,0.13,1919.39,2267.24,2151.29,0,2,0
10.89,-16.34,19.64,19.97,19.14,-2.48,27.77,-9,25.11,18.11,32.24,0.14,1674.46,2055.39,1928.42,0,2,0
10.72,-16.59,19.17,19.52,19.19,-2.82,27.52,9.93,24.38,26.47,37.33,0.14,1638.37,2047.29,1910.98,0,2,0
10.76,-16.39,19.22,19.56,19.08,-2.64,27.45,8.2,33.57,44.7,56.5,0.12,2108.36,2201.65,2170.56,0,2,0
10.94,-16.81,18.96,19.32,19.5,-2.85,27.6,-13,30.54,30.6,45.15,0.12,2637.61,2132.99,2301.2,0,2,0
11.29,-16.14,19.54,19.83,19.3,-2.07,27.75,-20.21,14.18,30.97,39.6,0.12,2544.4,2037.78,2206.65,0,2,0
11.61,-15.86,19.69,19.93,19.34,-1.63,27.82,-16.39,37.02,42.39,58.62,0.1,2284.59,2643.33,2523.75,0,2,0
11.51,-16.24,19.27,19.55,19.53,-2.01,27.71,-18.25,39.18,39.93,58.84,0.11,2081.68,2803.21,2562.7,0,2,0
10.7,-16.32,19.16,19.5,19,-2.64,27.35,-20.67,42.17,41.55,62.7,0.12,1836.37,2520.12,2292.2,0,2,0
10.22,-17.39,18.38,18.83,19.38,-3.82,27.29,-16.14,56.05,43.16,72.56,0.13,1809.82,2330.99,2157.27,0,2,0
10.56,-17.87,17.65,18.11,19.96,-4,27.25,-3.76,62.36,37.66,72.95,0.13,1986.98,2349.8,2228.86,0,2,0
10.87,-17.46,17.46,17.88,19.9,-3.5,26.98,9.3,46.61,47.56,67.24,0.16,1594.18,1963.34,1840.28,0,2,0
10.67,-16.65,17.4,17.78,19.2,-3.07,26.34,-1.34,28.73,32.45,43.36,0.16,1617.36,1956.64,1843.55,0,2,0
10.15,-16.41,17.5,17.89,18.66,-3.24,26.05,3.3,37.95,40.68,55.73,0.15,1746.39,2209.49,2055.12,0,2,0
9.11,-15.27,17.89,18.27,17.12,-3.09,25.23,51.22,37.38,16.84,65.61,0.17,1938.06,1982.66,1967.79,0,2,0
6.98,-14.26,18.61,19.06,14.87,-3.75,24.46,97.64,14.84,-5.16,98.9,0.18,2446.02,1903.32,2084.22,0,2,0
7.34,-14.89,18.96,19.42,15.58,-3.93,25.2,93.08,-21.05,13.33,96.36,0.11,3112.9,2751.23,2871.79,0,2,4
7.85,-15.36,18.36,18.82,16.27,-3.98,25.19,71.63,-72.03,-16.29,102.88,0.08,3087.11,3573.07,3411.08,0,2,4
7.99,-15.46,18.57,19.03,16.43,-3.93,25.45,55.35,-45.67,-18.86,74.19,0.07,3445.63,4068.62,3860.95,0,2,4
8.18,-15.25,18.66,19.09,16.43,-3.64,25.45,39.83,-34.58,4.48,52.94,0.08,2930.67,3615.16,3387,0,2,4
8.75,-15.44,18.5,18.91,16.97,-3.41,25.64,31.32,-31.74,17.71,47.98,0.09,2856.76,3449.14,3251.68,0,2,4
9.41,-15.77,18.47,18.86,17.68,-3.19,26.05,16.58,-31.96,6.16,36.52,0.09,2979.75,3417.37,3271.5,0,2,4
10.12,-15.91,18.27,18.62,18.29,-2.83,26.25,-1.83,-39.99,-12.44,41.92,0.1,2600.14,3101.6,2934.45,0,2,4
10.53,-15.66,18.03,18.34,18.42,-2.39,26.1,22.7,-34.32,-13.65,43.35,0.08,3067.55,3825.76,3573.03,0,2,4
10.47,-15.79,17.72,18.04,18.45,-2.55,25.94,42.07,-6.15,1.33,42.54,0.09,2750.97,3294.66,3113.43,0,2,4
10.25,-15.57,17.43,17.75,18.15,-2.57,25.52,43.56,-13.06,-3.39,45.6,0.09,2683.38,3234.91,3051.06,0,2,4
10.15,-15.54,17.16,17.49,18.05,-2.65,25.28,36.12,-10.04,-14.73,40.28,0.1,2605.08,3124.93,2951.64,0,2,4
10.04,-15.8,17.13,17.49,18.15,-2.91,25.37,31.26,-12.17,-34.37,48.03,0.1,2485.8,2924.55,2778.3,0,2,4
9.82,-15.77,17.29,17.66,17.97,-3.03,25.38,32.99,-43.32,-55.41,77.69,0.1,2768.96,3004.48,2925.97,0,2,4
9.42,-15.97,17.35,17.76,17.83,-3.44,25.4,37.9,-26.8,-28.97,54.72,0.09,3531.97,2859.38,3083.58,0,2,4
9.29,-15.94,17.48,17.89,17.71,-3.49,25.41,36.01,-17.45,-29.93,49.97,0.09,2875.33,3097.11,3023.19,0,2,4
8.74,-16.12,17.71,18.17,17.43,-3.98,25.49,40.06,1.34,-17.7,43.82,0.09,3097.02,2938.53,2991.36,0,2,4
8.55,-16.76,17.52,18.04,17.73,-4.59,25.7,22.11,5.82,6.41,23.75,0.09,3710.35,2914.93,3180.07,0,2,4
8.39,-17.36,17.24,17.81,18.03,-5.16,25.86,1.64,-9.1,8.76,12.74,0.09,3442.63,3120.52,3227.89,0,2,4
8.31,-18.31,16.87,17.52,18.63,-5.94,26.25,8.96,-21.05,-14.49,27.08,0.1,2347.63,3115.05,2859.24,0,2,4
8.49,-19.55,16.76,17.48,19.61,-6.72,27.12,10.33,-14.44,-2.97,18,0.11,2223.74,2840.76,2635.09,0,2,4
9.35,-20.57,16.96,17.69,20.93,-6.85,28.25,39.28,-35.51,-24.77,58.46,0.14,1769.57,2398.97,2189.17,0,2,4
11.23,-20.72,16.46,17.09,22.4,-5.72,28.75,26.81,-46.25,-35.02,63.91,0.2,1345.42,1915.23,1725.29,0,2,4
12.5,-21.19,16.14,16.71,23.65,-5.22,29.42,16.99,-39.87,-30.23,52.84,0.23,1218.45,1745.09,1569.54,0,2,4
13.72,-20.41,17.34,17.77,24,-3.71,30.09,18.3,-35.56,-12.63,41.94,0.22,1268.71,1786.42,1613.85,0,2,4
14.7,-19.64,18.29,18.6,24.18,-2.39,30.6,4.93,-40.1,16.09,43.49,0.21,1237.76,1728.09,1564.65,0,2,4
15.29,-18.74,19.32,19.53,23.99,-1.24,30.96,1.9,-21.49,40.93,46.27,0.21,1171.7,1687.09,1515.29,0,2,4
15.03,-17.74,20.19,20.34,23.11,-0.61,30.79,11.56,-1.6,45.17,46.65,0.21,1204.87,1602.06,1469.66,0,2,4
14.33,-17.45,20.49,20.67,22.4,-0.86,30.49,23.87,0.61,27.81,36.65,0.22,1165.8,1548.43,1420.89,0,2,4
14.38,-16.66,20.78,20.89,21.9,-0.22,30.27,30.3,4.98,13.75,33.64,0.24,1073.74,1487.6,1349.65,0,2,4
13.79,-15.94,21.31,21.41,20.98,-0.06,29.98,30.92,12.58,19.27,38.54,0.22,1131.75,1558.31,1416.12,0,2,4
12.67,-15.18,22.27,22.39,19.64,-0.18,29.79,39.24,12.31,37.84,55.89,0.18,1389.04,1803.29,1665.21,0,2,4
12.74,-15.05,22.2,22.3,19.6,-0.05,29.69,71.35,20.09,48.8,88.75,0.16,1458.95,1788.13,1678.4,0,2,4
11.84,-14.23,22.31,22.42,18.38,-0.06,28.99,59.09,28.76,33.59,73.81,0.19,1252.82,1531.54,1438.63,0,2,4
10.54,-14.68,22.24,22.46,17.75,-1.28,28.66,53.62,27.22,21.6,63.9,0.21,1094.31,1371.98,1279.42,0,2,4
10.41,-15.56,21.36,21.66,18.25,-2.09,28.4,46.46,11.26,15.41,50.23,0.22,1320.08,1282.77,1295.21,0,2,4
10.28,-14.53,21.97,22.21,17.46,-1.37,28.28,35.07,-8.99,10.41,37.67,0.21,1481.09,1328.6,1379.43,0,2,4
9.77,-14.47,22.24,22.5,17.05,-1.66,28.27,29.27,-17.64,11.53,36.07,0.19,1273.7,1523.83,1440.46,0,2,4
9.23,-14.74,22.34,22.65,16.83,-2.22,28.31,16.78,-10.8,31.06,36.91,0.16,1738.78,1491.39,1573.85,0,2,4
9.04,-14.82,22.56,22.89,16.76,-2.38,28.47,10.4,-8.56,33.62,36.21,0.16,1541.76,1718.04,1659.28,0,2,4
8.99,-15.23,22.49,22.85,17,-2.72,28.61,9.74,-7.53,24.14,27.09,0.14,1459.56,1833.95,1709.16,0,2,4
8.56,-15.71,22.42,22.84,17.02,-3.36,28.68,0.57,-6.35,18.42,19.49,0.14,1551.1,1849.92,1750.31,0,2,4
8.58,-15.76,22.35,22.78,17.06,-3.39,28.66,-8.67,-12.4,19.96,25.05,0.16,1493.45,1716.43,1642.1,0,2,4
8.64,-16.11,21.73,22.18,17.35,-3.66,28.39,-8.35,-24.9,24.24,35.74,0.2,1213.19,1457.16,1375.84,0,2,4
8.49,-16.3,21.79,22.26,17.37,-3.9,28.5,-27.74,-20.28,35.7,49.55,0.2,1215.09,1530.7,1425.5,0,2,4
8.82,-16.39,22,22.45,17.67,-3.71,28.82,-28.24,-43.86,28.51,59.44,0.18,1345.9,1661.94,1556.59,0,2,4
8.49,-16.54,22.19,22.68,17.54,-4.03,28.95,3.8,-50.11,21.87,54.81,0.16,1428.4,1678.03,1594.82,0,2,4
8.45,-16.47,22.38,22.87,17.46,-3.99,29.04,39.53,-44.07,11.3,60.27,0.17,1717.79,1633.16,1661.37,0,2,4
7.86,-16.43,22.38,22.9,17,-4.37,28.85,44.75,-38.71,11.41,60.25,0.19,1819.37,1587.67,1664.9,0,2,4
7.39,-17.98,22,22.66,17.73,-5.85,29.36,20.44,-30.77,32.95,49.5,0.19,1374.47,1579.07,1510.87,0,2,4
8.12,-18.27,21.98,22.62,18.46,-5.56,29.72,12.35,-11.49,33.22,37.25,0.18,1439.93,1707.79,1618.5,0,2,4
8.46,-18.12,22.36,22.96,18.6,-5.18,30,-8.76,-9.25,48.5,50.15,0.19,1433.32,1654.61,1580.85,0,2,4
9.29,-18.72,22.16,22.75,19.62,-5.07,30.46,-26.3,-32.58,34.49,54.25,0.18,1434.74,1729.28,1631.1,0,2,4
9.64,-18.67,22.21,22.77,19.83,-4.79,30.57,-26.52,-42.32,27.44,56.98,0.15,1702.87,1988.3,1893.16,0,2,4
11,-19.23,21.47,21.99,21.21,-4.34,30.86,-15.75,-19.78,38.43,46,0.14,1976.83,2204.62,2128.69,0,2,4
11.99,-18.23,21.88,22.26,21.23,-2.89,30.9,-7.83,-2.08,37.45,38.32,0.13,1907.49,2231.58,2123.55,0,2,4
10.53,-17.94,22.94,23.38,19.98,-3.58,30.96,1.04,-49.79,23.46,55.05,0.13,2003.67,2369.57,2247.6,0,2,4
12.24,-18.04,22.22,22.57,21.29,-2.55,31.13,-10.46,-41.04,19.66,46.7,0.13,1865.41,2352.59,2190.2,0,2,4
13.28,-20.26,19.87,20.31,23.57,-3.67,31.33,-10.82,-6.46,39.57,41.53,0.14,2230.66,2007.32,2081.77,0,2,4
14.28,-19.16,20.32,20.62,23.54,-2.15,31.37,4.65,26.93,60.09,66.01,0.12,2356.16,2102.12,2186.8,0,2,4
14.31,-17.75,20.77,20.97,22.59,-1.06,30.84,19.21,31.06,61.15,71.23,0.1,2094.54,2505.97,2368.83,0,2,4
13.41,-17.84,20.88,21.15,22,-1.74,30.56,11.67,3.62,46.24,47.83,0.1,2271.77,2486.47,2414.91,0,2,4
13.86,-18.22,20.27,20.53,22.59,-1.77,30.58,-21.51,1.06,32.93,39.35,0.09,3133.67,2539.94,2737.85,0,2,4
13.61,-17.68,20.11,20.35,22.03,-1.56,30.03,14.62,-0.22,30.14,33.5,0.09,2367.41,2556.71,2493.61,0,2,4
14.62,-16.44,19.55,19.64,21.92,-0.02,29.43,-0.54,0.38,29.94,29.95,0.1,1954.05,2405.02,2254.7,0,2,4
13.08,-17.11,20.18,20.42,21.26,-1.51,29.52,-27.02,6.8,22.63,35.9,0.1,2246.6,2187.63,2207.29,0,2,4
12.76,-17.66,20.09,20.39,21.41,-2.13,29.64,-20.15,8.55,17.02,27.73,0.1,2419.56,2254.93,2309.81,0,2,4
12.71,-17.18,20.05,20.32,21.04,-1.82,29.3,-5.55,-2.48,25.52,26.23,0.1,2103.53,2584.22,2423.99,0,2,4
12.17,-17.61,20.46,20.79,20.94,-2.46,29.61,-16.82,-1.39,29.95,34.38,0.09,2531.48,2204.56,2313.53,0,2,4
11.55,-18.44,20.26,20.68,21.06,-3.51,29.72,-30.18,-33.66,14.85,47.58,0.1,2063.18,2286.07,2211.77,0,2,4
12.55,-18.57,19.86,20.23,21.88,-2.96,29.94,21.93,17.75,29.6,40.9,0.11,1827.45,2249,2108.49,0,2,4
12.69,-18.38,19.18,19.53,21.85,-2.79,29.44,43.14,50.28,45.53,80.39,0.15,1771.03,1811.51,1798.02,0,2,4
12.02,-18.57,18.84,19.25,21.49,-3.41,29.05,-4.56,24.06,45.19,51.4,0.17,1768,1500.24,1589.49,0,2,4
11.58,-18.7,19.62,20.07,21.26,-3.73,29.47,-41.51,10.82,43.7,61.24,0.15,1960.82,1786.83,1844.83,0,2,4
12.18,-18.16,19.94,20.31,21.33,-2.91,29.6,-16.53,-13.76,30.72,37.5,0.16,2020.34,1738.93,1832.74,0,2,4
11.64,-17.32,21.09,21.43,20.36,-2.55,29.67,12.67,-20.36,27.2,36.26,0.14,1826.37,2003.39,1944.38,0,2,4
11.44,-17.56,21.08,21.45,20.37,-2.87,29.72,19.82,-19.75,38.01,47.19,0.14,1649.55,2006.84,1887.74,0,2,4
11.36,-17.43,21.28,21.64,20.23,-2.81,29.75,10.03,-19.67,41.55,47.05,0.15,1573.97,1889.22,1784.13,0,2,4
10.92,-17.5,21.13,21.53,19.95,-3.18,29.53,-1.49,-17.31,32.64,36.97,0.15,1616.8,1893.09,1800.99,0,2,4
10.64,-17.44,20.95,21.36,19.71,-3.34,29.26,-4.94,-4.97,27.9,28.76,0.14,1864.32,1997.18,1952.89,0,2,4
10.09,-16.92,21.84,22.25,18.95,-3.26,29.41,1.99,16.53,30.53,34.78,0.12,2411.95,2125.99,2221.31,0,2,4
10.38,-17.21,21.79,22.2,19.37,-3.28,29.64,-6.49,28.76,35.54,46.17,0.12,1999.1,2264.39,2175.96,0,2,4
10.51,-16.58,22.21,22.57,19.02,-2.69,29.64,-26.28,7.22,16.68,31.95,0.11,2269.16,2107.17,2161.17,0,2,4
10.61,-17.05,21.9,22.28,19.42,-3,29.71,-24.67,-4.64,0.26,25.1,0.12,2146.72,1945.64,2012.67,0,2,4
11.23,-16.83,21.78,22.11,19.72,-2.42,29.73,-11.8,12.38,-3.84,17.53,0.12,1690.96,1929.69,1850.12,0,2,4
11.47,-16.45,21.62,21.91,19.64,-2,29.49,-18.04,20.21,-19.81,33.56,0.12,2211.15,1886.58,1994.77,0,2,4
10.56,-17.34,20.66,21.07,19.59,-3.35,28.97,2.39,-16.09,-52.39,54.85,0.12,2261.89,1872.96,2002.6,0,2,4
10.49,-19.15,19.08,19.63,20.78,-4.86,29,3.49,-19.57,-54.09,57.63,0.11,2425.04,1964.95,2118.32,0,2,4
11.21,-19.27,18.78,19.3,21.38,-4.48,29.15,16.17,1.82,-53.09,55.53,0.13,1847.01,1928.97,1901.65,0,2,4
11.77,-19.47,18.72,19.21,21.93,-4.25,29.46,30.4,8.21,-42.5,52.89,0.13,1710.41,1853.68,1805.92,0,2,4
